	-0.000000041523,
	-0.000000600602,
	0.000000334380,
	0.000000173712,
	-0.000001185872,
	-0.000001735096,
	-0.000000759944,
	-0.000000444405,
	-0.000000603914,
	-0.000000757059,
	-0.000000982014,
	-0.000000454160,
	0.000000333449,
	0.000000039763,
	-0.000001131868,
	-0.000000993792,
	-0.000000196491,
	0.000000590287,
	-0.000000197390,
	-0.000000764321,
	-0.000000727840,
	-0.000000424097,
	0.000000105974,
	0.000000147197,
	-0.000000903965,
	-0.000002188097,
	-0.000000875225,
	-0.000000360337,
	-0.000000747297,
	-0.000000820566,
	-0.000000565716,
	-0.000000770948,
	-0.000000196457,
	0.000000300109,
	0.000000535333,
	0.000000480810,
	0.000000322643,
	0.000000718273,
	0.000001711750,
	0.000000800505,
	0.000000048547,
	0.000000397683,
	0.000001317553,
	0.000000051237,
	-0.000001727580,
	0.000000000000,
	-0.000000725355,
	0.000000646481,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	-0.000000586393,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	-0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	2.503921985626,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
	0.000000000000,
