	0.000001087352,
	0.000006805999,
	0.000007432711,
	-0.000000021236,
	-0.000005159644,
	-0.000003551307,
	0.000001153402,
	0.000002597023,
	-0.000000021735,
	-0.000001638861,
	-0.000002466859,
	-0.000012605842,
	-0.000095951458,
	-0.000298479252,
	-0.000253230392,
	0.000416329887,
	0.000982121914,
	0.000645470398,
	-0.000117373624,
	-0.000679059303,
	-0.000934042386,
	-0.000800783921,
	-0.000266779243,
	0.000381982245,
	0.000701457320,
	0.000528954435,
	0.000190697174,
	0.000080445265,
	0.000150058768,
	0.000034083645,
	-0.000245812233,
	-0.000232229504,
	-0.000057447000,
	-0.000264492526,
	-0.000631051196,
	-0.000592781114,
	0.000005131624,
	0.000966603984,
	0.001408386743,
	0.000602409651,
	-0.000275071390,
	-0.000105406063,
	-0.000261991459,
	-0.001173487748,
	-0.000990464701,
	-0.000008035111,
	0.000239509638,
	0.000102181082,
	0.000124981132,
	0.000516143336,
	0.001138663734,
	0.000872643897,
	-0.000306140719,
	-0.000847180898,
	-0.000467999838,
	-0.000413938367,
	-0.000788406993,
	-0.000489819970,
	0.000399489887,
	0.000760444032,
	0.000554034952,
	0.000461743446,
	0.000278046355,
	-0.000185759010,
	-0.000388264743,
	-0.000341061532,
	-0.000202846713,
	0.000248311844,
	0.000343867461,
	-0.000393684750,
	-0.000760230236,
	-0.000143850993,
	0.000302594679,
	0.000152845969,
	0.000153187648,
	0.000289552409,
	0.000209019563,
	0.000222270479,
	0.000367417641,
	0.000241178626,
	-0.000175073059,
	-0.000559963170,
	-0.000695376075,
	-0.000542862166,
	-0.000034667868,
	0.000461244606,
	0.000401845464,
	0.000124110171,
	-0.000167590319,
	-0.000583140994,
	-0.000354355754,
	0.000731526467,
	0.001430662815,
	0.001008055639,
	-0.000025614556,
	-0.000905109278,
	-0.001085490920,
	-0.000866206072,
	-0.000903679582,
	-0.000601536070,
	0.000541182642,
	0.001378454035,
	0.001148814685,
	0.000611690455,
	0.000039963317,
	-0.000992174377,
	-0.001383078401,
	-0.000289426709,
	0.000654308998,
	0.000495838874,
	0.000154207766,
	-0.000096718853,
	-0.000447125261,
	-0.000442230783,
	0.000014498787,
	0.000500878785,
	0.000797768182,
	0.000626174442,
	-0.000010712047,
	-0.000456507492,
	-0.000410522014,
	-0.000328666676,
	-0.000456290989,
	-0.000388243468,
	0.000002605203,
	0.000279000378,
	0.000442173943,
	0.000507912890,
