4.199	0.000	1.000			1.000	0.000	0.000	0.000	0.000	0.000	0.400	0.000	0.000	0.000	0.000			0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4.399	0.000	1.000			1.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.000	0.000	0.145			0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4.600	0.000	1.000			1.000	0.000	0.000	0.000	0.000	0.000	1.200	0.000	0.000	0.000	0.304			0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4.799	0.000	1.000			1.000	0.002	0.035	0.002	0.000	0.000	1.600	0.000	0.000	0.000	0.464			0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4.999	0.000	1.000			1.000	0.005	0.108	0.005	0.000	0.000	2.000	0.000	0.000	0.000	0.623			0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5.200	0.000	1.000			1.000	0.011	0.219	0.010	0.000	0.000	2.400	0.000	0.000	0.000	0.781			0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5.399	0.000	1.000			1.000	0.019	0.381	0.017	0.000	0.000	2.800	0.000	0.000	0.000	0.931			0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5.599	0.000	1.000			1.000	0.031	0.614	0.026	0.000	0.000	3.200	0.000	0.000	0.000	1.067			0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5.799	0.000	1.000			1.000	0.046	0.929	0.037	0.000	0.000	3.600	0.000	0.000	0.000	1.180			0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
6.000	0.000	1.000			1.000	0.067	1.331	0.050	0.000	0.000	4.000	0.000	0.000	0.000	1.267			0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
